,Fecha de Inscripción,Género,Distrito,Tramos de Edad,Nacionalidad,Objetivo Profesional 1
11044,ago-21,Hombre,Tetuán,Entre 56 y 65 años,Española,Vendedores en tiendas y almacenes
11046,ago-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Empleados de control de personal y nóminas
11052,ago-21,Mujer,Latina,Entre 36 y 45 años,Española,Empleados de control de personal y nóminas
11055,ago-21,Hombre,Otro Municipio,Entre 26 y 35 años,Comunitaria,Diseñadores gráficos y multimedia
11059,ago-21,Mujer,Tetuán,Entre 56 y 65 años,Extracomunitaria,Ayudantes de cocina
11061,ago-21,Mujer,Otro Municipio,Entre 36 y 45 años,Comunitaria,Diseñadores gráficos y multimedia
11067,ago-21,Hombre,Carabanchel,Entre 26 y 35 años,Extracomunitaria,Ayudantes de cocina
11069,ago-21,Hombre,Carabanchel,Menor de 25 años,Extracomunitaria,Ayudantes de cocina
11072,ago-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
11074,ago-21,Mujer,Hortaleza,Entre 46 y 55 años,Española,Técnicos de grabación audiovisual
11076,ago-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,Diseñadores gráficos y multimedia
11078,ago-21,Mujer,Carabanchel,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
11079,ago-21,Mujer,Puente De Vallecas,Menor de 25 años,Española,Recepcionistas de hoteles
11084,ago-21,Mujer,Ciudad Lineal,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11091,ago-21,Mujer,Otro Municipio,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
11095,ago-21,Mujer,San Blas,Entre 26 y 35 años,Extracomunitaria,Ayudantes de cocina
11099,ago-21,Hombre,Ciudad Lineal,Entre 46 y 55 años,Extracomunitaria,Ayudantes de cocina
11100,ago-21,Hombre,Carabanchel,Entre 26 y 35 años,Extracomunitaria,Profesionales de la publicidad y la comercialización
11103,ago-21,Mujer,Tetuán,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
11107,ago-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
11108,ago-21,Mujer,Ciudad Lineal,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11111,ago-21,Hombre,Latina,Entre 46 y 55 años,Española,Empleados de contabilidad
11112,ago-21,Mujer,Usera,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
11113,ago-21,Mujer,Villaverde,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11114,ago-21,Mujer,Puente De Vallecas,Menor de 25 años,Española,Asistentes de dirección y administrativos
11115,ago-21,Mujer,Salamanca,Menor de 25 años,Española,Profesionales de la publicidad y la comercialización
11118,ago-21,Hombre,Carabanchel,Entre 46 y 55 años,Española,Guías de turismo
11119,ago-21,Mujer,Usera,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
11122,ago-21,Mujer,Retiro,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
11135,ago-21,Mujer,Puente De Vallecas,Entre 46 y 55 años,Española,Ayudantes de cocina
11136,ago-21,Mujer,Chamberí,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
11137,ago-21,Hombre,Puente De Vallecas,Entre 56 y 65 años,Comunitaria,Vendedores en tiendas y almacenes
11138,ago-21,Mujer,Usera,Menor de 25 años,Española,Empleados de agencias de viajes
11139,ago-21,Mujer,Ciudad Lineal,Menor de 25 años,Extracomunitaria,Preparadores de comidas rápidas
11145,ago-21,Mujer,Carabanchel,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
11146,ago-21,Mujer,Vicálvaro,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
11160,ago-21,Mujer,Arganzuela,Entre 46 y 55 años,Extracomunitaria,Vendedores en tiendas y almacenes
11166,ago-21,Mujer,Chamartín,Entre 26 y 35 años,Española,Empleados de control de personal y nóminas
11176,ago-21,Mujer,Tetuán,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
11179,ago-21,Hombre,Puente De Vallecas,Entre 56 y 65 años,Española,Ayudantes de cocina
11183,ago-21,Mujer,Otro Municipio,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
11189,ago-21,Mujer,Villa De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11190,ago-21,Mujer,Tetuán,Entre 46 y 55 años,Española,Ayudantes de cocina
11192,ago-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Empleados de contabilidad
11194,ago-21,Mujer,Ciudad Lineal,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11197,ago-21,Hombre,Carabanchel,Entre 36 y 45 años,Española,Empleados de agencias de viajes
11198,ago-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Mantenedores de edificios
11199,ago-21,Mujer,Usera,Entre 36 y 45 años,Española,Auxiliares de enfermería hospitalaria
11200,ago-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
11201,ago-21,Mujer,Villaverde,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
11215,ago-21,Hombre,Villaverde,Entre 26 y 35 años,Española,Mecánicos y ajustadores de vehículos de motor
11218,ago-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
11220,ago-21,Mujer,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11230,ago-21,Hombre,Usera,Entre 26 y 35 años,Extracomunitaria,Ayudantes de cocina
11232,ago-21,Mujer,Carabanchel,Entre 36 y 45 años,Comunitaria,Empleados de control de personal y nóminas
11243,ago-21,Mujer,Villa De Vallecas,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
11246,ago-21,Mujer,Barajas,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
11256,ago-21,Mujer,Tetuán,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
11257,ago-21,Mujer,Usera,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
11261,ago-21,Mujer,Moratalaz,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
11263,ago-21,Mujer,Retiro,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
11264,ago-21,Mujer,Latina,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
11265,ago-21,Mujer,Latina,Entre 56 y 65 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
11267,ago-21,Mujer,Salamanca,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
11274,ago-21,Hombre,Carabanchel,Entre 46 y 55 años,Española,Trabajadores de procesos de encuadernación
11275,ago-21,Mujer,Villaverde,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
11279,ago-21,Mujer,Villaverde,Entre 56 y 65 años,Comunitaria,Recepcionistas de hoteles
11288,sep-21,Mujer,Moncloa-aravaca,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
11289,sep-21,Mujer,Otro Municipio,Menor de 25 años,Comunitaria,Técnicos superiores en documentación sanitaria
11290,sep-21,Mujer,Moratalaz,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
11292,sep-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
11293,sep-21,Mujer,Usera,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
11298,ago-21,Hombre,Retiro,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
11306,ago-21,Mujer,Ciudad Lineal,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11307,ago-21,Hombre,Latina,Entre 46 y 55 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
11308,ago-21,Mujer,San Blas,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
11313,ago-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Extracomunitaria,Vendedores en tiendas y almacenes
11314,ago-21,Hombre,Villaverde,Entre 36 y 45 años,Española,Programadores informáticos
11315,ago-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
11317,ago-21,Mujer,Arganzuela,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
11318,ago-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
11320,ago-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
11324,ago-21,Hombre,Carabanchel,Entre 26 y 35 años,Española,Técnicos en laboratorio de diagnóstico clínico
11327,ago-21,Mujer,Tetuán,Entre 36 y 45 años,Española,Auxiliares de enfermería hospitalaria
11330,ago-21,Mujer,Villa De Vallecas,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
11334,ago-21,Hombre,Villa De Vallecas,Entre 36 y 45 años,Española,Técnicos de grabación audiovisual
11337,ago-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
11338,ago-21,Mujer,Hortaleza,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
11341,ago-21,Hombre,Ciudad Lineal,Entre 36 y 45 años,Extracomunitaria,Vendedores en tiendas y almacenes
11347,ago-21,Mujer,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11358,ago-21,Hombre,Otro Municipio,Menor de 25 años,Española,Mantenedores de edificios
11359,ago-21,Hombre,Puente De Vallecas,Entre 56 y 65 años,Española,Mantenedores de edificios
11360,ago-21,Hombre,Villaverde,Menor de 25 años,Extracomunitaria,Programadores informáticos
11366,ago-21,Mujer,Centro,Entre 36 y 45 años,Extracomunitaria,Peluqueros
11372,ago-21,Hombre,Latina,Entre 46 y 55 años,Española,Mantenedores de edificios
11375,ago-21,Hombre,Villaverde,Entre 26 y 35 años,Española,Mantenedores de edificios
11379,ago-21,Hombre,San Blas,Entre 46 y 55 años,Española,Guías de turismo
11380,ago-21,Mujer,Moncloa-aravaca,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
11382,ago-21,Mujer,Barajas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11383,ago-21,Mujer,San Blas,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
11387,ago-21,Hombre,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11388,ago-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Mantenedores de edificios
11391,ago-21,Mujer,Fuencarral-el Pardo,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
11394,ago-21,Mujer,Chamberí,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
11396,ago-21,Mujer,Villa De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11398,ago-21,Hombre,Latina,Entre 26 y 35 años,Extracomunitaria,Mantenedores de edificios
11400,sep-21,Mujer,Chamberí,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11402,sep-21,Hombre,Tetuán,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11403,sep-21,Hombre,Centro,Entre 36 y 45 años,Comunitaria,Asistentes de dirección y administrativos
11405,sep-21,Mujer,Villaverde,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
11408,sep-21,Mujer,Chamberí,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
11409,sep-21,Hombre,Chamartín,Entre 26 y 35 años,Española,Ingenieros electrónicos
11411,sep-21,Mujer,Latina,Entre 46 y 55 años,Española,Recepcionistas de hoteles
11415,sep-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
11416,sep-21,Hombre,Moratalaz,Entre 56 y 65 años,Española,Artistas de artes plásticas y visuales
11417,sep-21,Mujer,Latina,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
11418,sep-21,Mujer,Ciudad Lineal,Entre 56 y 65 años,Extracomunitaria,Asistentes de dirección y administrativos
11419,sep-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
11422,sep-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Empleados de contabilidad
11424,sep-21,Mujer,Centro,Entre 46 y 55 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
11429,sep-21,Hombre,Vicálvaro,Menor de 25 años,Española,Asistentes de dirección y administrativos
11430,sep-21,Mujer,Latina,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
11432,sep-21,Mujer,San Blas,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
11433,sep-21,Hombre,Hortaleza,Menor de 25 años,Española,Técnicos de grabación audiovisual
11436,sep-21,Mujer,Vicálvaro,Entre 56 y 65 años,Española,Vendedores en tiendas y almacenes
11443,sep-21,Hombre,Arganzuela,Entre 46 y 55 años,Española,Técnicos de grabación audiovisual
11446,sep-21,Mujer,Fuencarral-el Pardo,Entre 26 y 35 años,Española,Auxiliares de enfermería hospitalaria
11447,sep-21,Mujer,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11448,sep-21,Hombre,San Blas,Menor de 25 años,Española,Programadores informáticos
11450,sep-21,Mujer,Villaverde,Entre 46 y 55 años,Española,Programadores informáticos
11452,sep-21,Hombre,Ciudad Lineal,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
11458,sep-21,Hombre,Retiro,Menor de 25 años,Española,Técnicos en laboratorio de diagnóstico clínico
11460,sep-21,Mujer,Arganzuela,Entre 46 y 55 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
11463,sep-21,Mujer,Centro,Menor de 25 años,Española,Técnicos superiores en dietética
11465,sep-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11470,sep-21,Mujer,Chamberí,Entre 56 y 65 años,Comunitaria,Profesionales de la publicidad y la comercialización
11471,sep-21,Hombre,San Blas,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
11472,sep-21,Mujer,Latina,Entre 56 y 65 años,Española,Vendedores en tiendas y almacenes
11473,sep-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
11474,sep-21,Mujer,Vicálvaro,Menor de 25 años,Extracomunitaria,Asistentes de dirección y administrativos
11481,sep-21,Mujer,Vicálvaro,Entre 26 y 35 años,Española,"Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías"
11486,sep-21,Mujer,Fuencarral-el Pardo,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
11488,sep-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Mantenedores de edificios
11496,sep-21,Mujer,Puente De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11498,sep-21,Hombre,Usera,Entre 56 y 65 años,Española,Vendedores en tiendas y almacenes
11499,sep-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
11500,sep-21,Hombre,Villaverde,Entre 36 y 45 años,Española,Ajustadores y operadores de máquinas-herramienta
11502,sep-21,Mujer,Carabanchel,Menor de 25 años,Española,Peluqueros
11507,sep-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
11510,sep-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Empleados de contabilidad
11513,sep-21,Mujer,Hortaleza,Entre 36 y 45 años,Española,Profesionales de la publicidad y la comercialización
11517,sep-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
11522,sep-21,Mujer,Carabanchel,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
11523,sep-21,Hombre,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11524,sep-21,Mujer,Carabanchel,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
11525,sep-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11529,sep-21,Mujer,Villaverde,Entre 26 y 35 años,Española,Auxiliares de enfermería hospitalaria
11530,sep-21,Hombre,Centro,Menor de 25 años,Extracomunitaria,Preparadores de comidas rápidas
11533,sep-21,Hombre,Vicálvaro,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
11534,sep-21,Mujer,Ciudad Lineal,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
11535,sep-21,Hombre,Otro Municipio,Entre 36 y 45 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
11537,sep-21,Mujer,Usera,Entre 56 y 65 años,Española,Auxiliares de enfermería hospitalaria
11540,sep-21,Mujer,Latina,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
11546,sep-21,Mujer,Carabanchel,Entre 26 y 35 años,Extracomunitaria,Diseñadores gráficos y multimedia
11548,sep-21,Mujer,Otro Municipio,Menor de 25 años,Española,Asistentes de dirección y administrativos
11554,sep-21,Hombre,Fuencarral-el Pardo,Entre 46 y 55 años,Española,Empleados de contabilidad
11556,sep-21,Mujer,Villa De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11559,sep-21,Mujer,Vicálvaro,Entre 56 y 65 años,Española,Auxiliares de enfermería hospitalaria
11561,sep-21,Mujer,Villaverde,Menor de 25 años,Española,Ayudantes de cocina
11565,sep-21,Mujer,Salamanca,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11567,sep-21,Hombre,Fuencarral-el Pardo,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
11574,sep-21,Mujer,Carabanchel,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
11578,sep-21,Mujer,Tetuán,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11579,sep-21,Mujer,Hortaleza,Entre 36 y 45 años,Española,Técnicos superiores en dietética
11585,sep-21,Hombre,Fuencarral-el Pardo,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
11592,sep-21,Hombre,Villaverde,Menor de 25 años,Española,Asistentes de dirección y administrativos
11594,sep-21,Mujer,Otro Municipio,Entre 36 y 45 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
11595,sep-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
11603,sep-21,Hombre,Puente De Vallecas,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
11609,sep-21,Hombre,Tetuán,Entre 36 y 45 años,Extracomunitaria,Mecánicos y ajustadores de vehículos de motor
11611,sep-21,Mujer,Otro Municipio,Menor de 25 años,Española,Técnicos en imagen para el diagnóstico
11617,sep-21,Mujer,Tetuán,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
11618,sep-21,Mujer,Tetuán,Menor de 25 años,Española,Auxiliares de enfermería hospitalaria
